book,chapter_num,sentiment,n,total_words,saga,prop
Iron Flame,115,trust,53,514,Shadowhunters,0.10311284046692606
Iron Flame,123,disgust,53,1008,Shadowhunters,0.05257936507936508
Onyx Storm (The Empyrean Book 3,67,disgust,53,891,Shadowhunters,0.05948372615039282
Onyx Storm (The Empyrean Book 3,72,joy,53,738,Shadowhunters,0.07181571815718157
Onyx Storm (The Empyrean Book 3,80,anticipation,53,628,Shadowhunters,0.08439490445859872
Onyx Storm (The Empyrean Book 3,90,joy,53,610,Shadowhunters,0.08688524590163935
Onyx Storm (The Empyrean Book 3,91,sadness,53,591,Shadowhunters,0.08967851099830795
Onyx Storm (The Empyrean Book 3,91,surprise,53,591,Shadowhunters,0.08967851099830795
Onyx Storm (The Empyrean Book 3,97,anger,53,460,Shadowhunters,0.11521739130434783
Onyx Storm (The Empyrean Book 3,99,trust,53,434,Shadowhunters,0.12211981566820276
Onyx Storm (The Empyrean Book 3,104,surprise,53,603,Shadowhunters,0.087893864013267
Onyx Storm (The Empyrean Book 3,122,positive,53,266,Shadowhunters,0.19924812030075187
Onyx Storm (The Empyrean Book 3,123,trust,53,451,Shadowhunters,0.11751662971175167
Onyx Storm (The Empyrean Book 3,125,anger,53,440,Shadowhunters,0.12045454545454545
Onyx Storm (The Empyrean Book 3,126,anticipation,53,609,Shadowhunters,0.08702791461412152
Onyx Storm (The Empyrean Book 3,129,anticipation,53,870,Shadowhunters,0.06091954022988506
Shatter Me,19,positive,53,356,Shadowhunters,0.14887640449438203
Unravel Me,83,surprise,53,785,Shadowhunters,0.06751592356687898
Fourth Wing,75,joy,52,650,Shadowhunters,0.08
Iron Flame,74,joy,52,1127,Shadowhunters,0.04614019520851819
Iron Flame,76,surprise,52,811,Shadowhunters,0.06411837237977805
Iron Flame,87,surprise,52,950,Shadowhunters,0.05473684210526316
Iron Flame,96,joy,52,869,Shadowhunters,0.05983889528193326
Iron Flame,112,sadness,52,636,Shadowhunters,0.08176100628930817
Onyx Storm (The Empyrean Book 3,66,sadness,52,510,Shadowhunters,0.10196078431372549
Onyx Storm (The Empyrean Book 3,68,anticipation,52,635,Shadowhunters,0.08188976377952756
Onyx Storm (The Empyrean Book 3,70,fear,52,552,Shadowhunters,0.09420289855072464
Onyx Storm (The Empyrean Book 3,76,surprise,52,872,Shadowhunters,0.05963302752293578
Onyx Storm (The Empyrean Book 3,82,trust,52,474,Shadowhunters,0.10970464135021098
Onyx Storm (The Empyrean Book 3,84,trust,52,531,Shadowhunters,0.09792843691148775
Onyx Storm (The Empyrean Book 3,97,fear,52,460,Shadowhunters,0.11304347826086956
Unravel Me,76,anticipation,52,575,Shadowhunters,0.09043478260869565
Unravel Me,80,anger,52,450,Shadowhunters,0.11555555555555555
Unravel Me,80,sadness,52,450,Shadowhunters,0.11555555555555555
Unravel Me,98,disgust,52,1204,Shadowhunters,0.04318936877076412
Fourth Wing,57,anticipation,51,841,Shadowhunters,0.06064209274673008
Fourth Wing,60,anger,51,689,Shadowhunters,0.07402031930333818
Fourth Wing,87,anger,51,382,Shadowhunters,0.13350785340314136
Iron Flame,69,surprise,51,886,Shadowhunters,0.05756207674943566
Iron Flame,71,anticipation,51,577,Shadowhunters,0.08838821490467938
Iron Flame,74,surprise,51,1127,Shadowhunters,0.04525288376220053
Iron Flame,82,surprise,51,808,Shadowhunters,0.06311881188118812
Iron Flame,85,anticipation,51,836,Shadowhunters,0.061004784688995214
Iron Flame,94,anger,51,477,Shadowhunters,0.1069182389937107
Iron Flame,95,disgust,51,784,Shadowhunters,0.06505102040816327
Iron Flame,104,disgust,51,1165,Shadowhunters,0.04377682403433476
Iron Flame,104,joy,51,1165,Shadowhunters,0.04377682403433476
Onyx Storm (The Empyrean Book 3,71,anticipation,51,631,Shadowhunters,0.08082408874801902
Onyx Storm (The Empyrean Book 3,77,anger,51,548,Shadowhunters,0.09306569343065693
Onyx Storm (The Empyrean Book 3,84,anticipation,51,531,Shadowhunters,0.096045197740113
Onyx Storm (The Empyrean Book 3,128,anticipation,51,676,Shadowhunters,0.07544378698224852
Onyx Storm (The Empyrean Book 3,128,trust,51,676,Shadowhunters,0.07544378698224852
Onyx Storm (The Empyrean Book 3,129,surprise,51,870,Shadowhunters,0.05862068965517241
Shatter Me,17,fear,51,415,Shadowhunters,0.12289156626506025
Unravel Me,76,trust,51,575,Shadowhunters,0.08869565217391304
Unravel Me,77,joy,51,458,Shadowhunters,0.11135371179039301
Fourth Wing,43,disgust,50,775,Shadowhunters,0.06451612903225806
Fourth Wing,61,sadness,50,755,Shadowhunters,0.06622516556291391
Fourth Wing,63,sadness,50,583,Shadowhunters,0.08576329331046312
Fourth Wing,65,joy,50,1001,Shadowhunters,0.04995004995004995
Fourth Wing,68,joy,50,1115,Shadowhunters,0.04484304932735426
Fourth Wing,83,anger,50,522,Shadowhunters,0.09578544061302682
Fourth Wing,87,sadness,50,382,Shadowhunters,0.13089005235602094
Ignite Me,80,negative,50,223,Shadowhunters,0.2242152466367713
Iron Flame,87,joy,50,950,Shadowhunters,0.05263157894736842
Iron Flame,105,sadness,50,633,Shadowhunters,0.07898894154818326
Onyx Storm (The Empyrean Book 3,70,anger,50,552,Shadowhunters,0.09057971014492754
Onyx Storm (The Empyrean Book 3,73,anticipation,50,615,Shadowhunters,0.08130081300813008
Onyx Storm (The Empyrean Book 3,79,fear,50,568,Shadowhunters,0.0880281690140845
Onyx Storm (The Empyrean Book 3,84,fear,50,531,Shadowhunters,0.09416195856873823
Onyx Storm (The Empyrean Book 3,84,joy,50,531,Shadowhunters,0.09416195856873823
Onyx Storm (The Empyrean Book 3,91,anger,50,591,Shadowhunters,0.08460236886632826
Onyx Storm (The Empyrean Book 3,100,surprise,50,819,Shadowhunters,0.06105006105006105
Onyx Storm (The Empyrean Book 3,101,anger,50,753,Shadowhunters,0.06640106241699867
Onyx Storm (The Empyrean Book 3,107,trust,50,502,Shadowhunters,0.099601593625498
Onyx Storm (The Empyrean Book 3,115,positive,50,352,Shadowhunters,0.14204545454545456
Onyx Storm (The Empyrean Book 3,116,anger,50,467,Shadowhunters,0.10706638115631692
Onyx Storm (The Empyrean Book 3,126,sadness,50,609,Shadowhunters,0.08210180623973727
Unravel Me,75,anticipation,50,452,Shadowhunters,0.11061946902654868
Unravel Me,75,fear,50,452,Shadowhunters,0.11061946902654868
Unravel Me,80,fear,50,450,Shadowhunters,0.1111111111111111
Fourth Wing,82,anticipation,49,559,Shadowhunters,0.08765652951699464
Ignite Me,87,anger,49,568,Shadowhunters,0.08626760563380281
Iron Flame,84,disgust,49,783,Shadowhunters,0.06257982120051085
Iron Flame,91,fear,49,475,Shadowhunters,0.1031578947368421
Iron Flame,116,positive,49,264,Shadowhunters,0.1856060606060606
Iron Flame,119,disgust,49,643,Shadowhunters,0.07620528771384137
Iron Flame,128,anticipation,49,797,Shadowhunters,0.06148055207026349
Onyx Storm (The Empyrean Book 3,68,sadness,49,635,Shadowhunters,0.07716535433070866
Onyx Storm (The Empyrean Book 3,78,joy,49,860,Shadowhunters,0.056976744186046514
Onyx Storm (The Empyrean Book 3,83,surprise,49,733,Shadowhunters,0.06684856753069578
Onyx Storm (The Empyrean Book 3,88,trust,49,398,Shadowhunters,0.12311557788944724
Onyx Storm (The Empyrean Book 3,90,sadness,49,610,Shadowhunters,0.08032786885245902
Onyx Storm (The Empyrean Book 3,91,joy,49,591,Shadowhunters,0.0829103214890017
Onyx Storm (The Empyrean Book 3,106,trust,49,344,Shadowhunters,0.14244186046511628
Onyx Storm (The Empyrean Book 3,109,surprise,49,1026,Shadowhunters,0.04775828460038986
Onyx Storm (The Empyrean Book 3,112,fear,49,447,Shadowhunters,0.10961968680089486
Onyx Storm (The Empyrean Book 3,113,sadness,49,644,Shadowhunters,0.07608695652173914
Onyx Storm (The Empyrean Book 3,113,surprise,49,644,Shadowhunters,0.07608695652173914
Onyx Storm (The Empyrean Book 3,114,fear,49,489,Shadowhunters,0.10020449897750511
Onyx Storm (The Empyrean Book 3,117,sadness,49,584,Shadowhunters,0.0839041095890411
Onyx Storm (The Empyrean Book 3,120,trust,49,636,Shadowhunters,0.0770440251572327
Onyx Storm (The Empyrean Book 3,127,fear,49,375,Shadowhunters,0.13066666666666665
Shatter Me,22,negative,49,266,Shadowhunters,0.18421052631578946
Fourth Wing,49,surprise,48,996,Shadowhunters,0.04819277108433735
Fourth Wing,61,joy,48,755,Shadowhunters,0.06357615894039735
Fourth Wing,74,surprise,48,803,Shadowhunters,0.05977584059775841
Fourth Wing,83,trust,48,522,Shadowhunters,0.09195402298850575
Ignite Me,83,sadness,48,417,Shadowhunters,0.11510791366906475
Ignite Me,84,sadness,48,456,Shadowhunters,0.10526315789473684
Iron Flame,69,joy,48,886,Shadowhunters,0.05417607223476298
Iron Flame,70,joy,48,838,Shadowhunters,0.057279236276849645
Iron Flame,71,fear,48,577,Shadowhunters,0.0831889081455806
Iron Flame,88,anger,48,428,Shadowhunters,0.11214953271028037
Iron Flame,90,fear,48,379,Shadowhunters,0.1266490765171504
Iron Flame,108,surprise,48,756,Shadowhunters,0.06349206349206349
Iron Flame,111,joy,48,816,Shadowhunters,0.058823529411764705
Iron Flame,129,anticipation,48,558,Shadowhunters,0.08602150537634409
Iron Flame,129,trust,48,558,Shadowhunters,0.08602150537634409
Iron Flame,130,surprise,48,1037,Shadowhunters,0.04628736740597879
Iron Flame,132,fear,48,354,Shadowhunters,0.13559322033898305
Onyx Storm (The Empyrean Book 3,73,sadness,48,615,Shadowhunters,0.07804878048780488
Onyx Storm (The Empyrean Book 3,85,sadness,48,686,Shadowhunters,0.06997084548104957
Onyx Storm (The Empyrean Book 3,87,joy,48,812,Shadowhunters,0.059113300492610835
Onyx Storm (The Empyrean Book 3,89,joy,48,601,Shadowhunters,0.07986688851913477
Onyx Storm (The Empyrean Book 3,90,anger,48,610,Shadowhunters,0.07868852459016394
Onyx Storm (The Empyrean Book 3,97,trust,48,460,Shadowhunters,0.10434782608695652
Onyx Storm (The Empyrean Book 3,113,fear,48,644,Shadowhunters,0.07453416149068323
Onyx Storm (The Empyrean Book 3,113,joy,48,644,Shadowhunters,0.07453416149068323
Onyx Storm (The Empyrean Book 3,122,negative,48,266,Shadowhunters,0.18045112781954886
Unravel Me,76,anger,48,575,Shadowhunters,0.08347826086956522
Fourth Wing,43,anticipation,47,775,Shadowhunters,0.06064516129032258
Fourth Wing,62,surprise,47,659,Shadowhunters,0.07132018209408195
Fourth Wing,63,trust,47,583,Shadowhunters,0.08061749571183534
Fourth Wing,65,surprise,47,1001,Shadowhunters,0.04695304695304695
Fourth Wing,86,trust,47,663,Shadowhunters,0.07088989441930618
Iron Flame,67,disgust,47,742,Shadowhunters,0.06334231805929919
Iron Flame,71,sadness,47,577,Shadowhunters,0.08145580589254767
Iron Flame,101,joy,47,1484,Shadowhunters,0.03167115902964959
Iron Flame,119,anticipation,47,643,Shadowhunters,0.07309486780715396
Iron Flame,121,trust,47,390,Shadowhunters,0.12051282051282051
Iron Flame,127,disgust,47,1122,Shadowhunters,0.04188948306595366
Onyx Storm (The Empyrean Book 3,69,sadness,47,694,Shadowhunters,0.06772334293948126
Onyx Storm (The Empyrean Book 3,79,anticipation,47,568,Shadowhunters,0.08274647887323944
Onyx Storm (The Empyrean Book 3,103,anger,47,586,Shadowhunters,0.08020477815699659
Onyx Storm (The Empyrean Book 3,103,joy,47,586,Shadowhunters,0.08020477815699659
Onyx Storm (The Empyrean Book 3,111,sadness,47,712,Shadowhunters,0.06601123595505617
Onyx Storm (The Empyrean Book 3,112,trust,47,447,Shadowhunters,0.10514541387024609
Onyx Storm (The Empyrean Book 3,114,surprise,47,489,Shadowhunters,0.09611451942740286
Onyx Storm (The Empyrean Book 3,124,negative,47,274,Shadowhunters,0.17153284671532848
Onyx Storm (The Empyrean Book 3,129,disgust,47,870,Shadowhunters,0.054022988505747126
Shatter Me,11,negative,47,204,Shadowhunters,0.23039215686274508
Unravel Me,76,joy,47,575,Shadowhunters,0.0817391304347826
Unravel Me,83,disgust,47,785,Shadowhunters,0.05987261146496815
Fourth Wing,51,anticipation,46,682,Shadowhunters,0.06744868035190615
Fourth Wing,84,surprise,46,971,Shadowhunters,0.04737384140061792
Ignite Me,84,anger,46,456,Shadowhunters,0.10087719298245613
Ignite Me,87,trust,46,568,Shadowhunters,0.08098591549295775
Iron Flame,70,disgust,46,838,Shadowhunters,0.05489260143198091
Iron Flame,83,anticipation,46,526,Shadowhunters,0.08745247148288973
Iron Flame,96,disgust,46,869,Shadowhunters,0.05293440736478711
Iron Flame,98,trust,46,549,Shadowhunters,0.08378870673952642
Iron Flame,110,surprise,46,834,Shadowhunters,0.05515587529976019
Iron Flame,113,sadness,46,524,Shadowhunters,0.08778625954198473
Iron Flame,115,anger,46,514,Shadowhunters,0.08949416342412451
Iron Flame,127,joy,46,1122,Shadowhunters,0.040998217468805706
Iron Flame,130,joy,46,1037,Shadowhunters,0.044358727097396335
Iron Flame,131,positive,46,252,Shadowhunters,0.18253968253968253
Onyx Storm (The Empyrean Book 3,75,sadness,46,541,Shadowhunters,0.08502772643253234
Onyx Storm (The Empyrean Book 3,82,sadness,46,474,Shadowhunters,0.0970464135021097
Onyx Storm (The Empyrean Book 3,87,surprise,46,812,Shadowhunters,0.05665024630541872
Onyx Storm (The Empyrean Book 3,95,anger,46,679,Shadowhunters,0.06774668630338733
Onyx Storm (The Empyrean Book 3,101,sadness,46,753,Shadowhunters,0.06108897742363878
Onyx Storm (The Empyrean Book 3,105,fear,46,430,Shadowhunters,0.10697674418604651
Onyx Storm (The Empyrean Book 3,124,positive,46,274,Shadowhunters,0.1678832116788321
Onyx Storm (The Empyrean Book 3,130,surprise,46,678,Shadowhunters,0.06784660766961652
Shatter Me,21,negative,46,263,Shadowhunters,0.17490494296577946
Fourth Wing,75,sadness,45,650,Shadowhunters,0.06923076923076923
Fourth Wing,76,joy,45,943,Shadowhunters,0.04772004241781548
Ignite Me,85,sadness,45,530,Shadowhunters,0.08490566037735849
Iron Flame,80,disgust,45,676,Shadowhunters,0.06656804733727811
Iron Flame,94,anticipation,45,477,Shadowhunters,0.09433962264150944
Iron Flame,103,surprise,45,766,Shadowhunters,0.0587467362924282
Iron Flame,112,anticipation,45,636,Shadowhunters,0.07075471698113207
Iron Flame,115,anticipation,45,514,Shadowhunters,0.08754863813229571
Onyx Storm (The Empyrean Book 3,80,sadness,45,628,Shadowhunters,0.07165605095541401
Onyx Storm (The Empyrean Book 3,83,joy,45,733,Shadowhunters,0.061391541609822645
Onyx Storm (The Empyrean Book 3,87,disgust,45,812,Shadowhunters,0.05541871921182266
Onyx Storm (The Empyrean Book 3,94,sadness,45,714,Shadowhunters,0.06302521008403361
Onyx Storm (The Empyrean Book 3,97,anticipation,45,460,Shadowhunters,0.09782608695652174
Onyx Storm (The Empyrean Book 3,110,anticipation,45,582,Shadowhunters,0.07731958762886598
Onyx Storm (The Empyrean Book 3,113,anger,45,644,Shadowhunters,0.06987577639751552
Onyx Storm (The Empyrean Book 3,114,anger,45,489,Shadowhunters,0.09202453987730061
Onyx Storm (The Empyrean Book 3,116,trust,45,467,Shadowhunters,0.09635974304068523
Onyx Storm (The Empyrean Book 3,121,trust,45,418,Shadowhunters,0.1076555023923445
Onyx Storm (The Empyrean Book 3,123,anger,45,451,Shadowhunters,0.09977827050997783
Onyx Storm (The Empyrean Book 3,130,anticipation,45,678,Shadowhunters,0.06637168141592921
Fourth Wing,78,surprise,44,699,Shadowhunters,0.06294706723891273
Fourth Wing,83,sadness,44,522,Shadowhunters,0.0842911877394636
Ignite Me,85,anticipation,44,530,Shadowhunters,0.0830188679245283
Iron Flame,71,anger,44,577,Shadowhunters,0.07625649913344887
Iron Flame,72,anger,44,409,Shadowhunters,0.10757946210268948
Iron Flame,72,anticipation,44,409,Shadowhunters,0.10757946210268948
Iron Flame,112,surprise,44,636,Shadowhunters,0.06918238993710692
Iron Flame,123,joy,44,1008,Shadowhunters,0.04365079365079365
Iron Flame,126,surprise,44,887,Shadowhunters,0.0496054114994363
Onyx Storm (The Empyrean Book 3,70,sadness,44,552,Shadowhunters,0.07971014492753623
Onyx Storm (The Empyrean Book 3,72,sadness,44,738,Shadowhunters,0.05962059620596206
Onyx Storm (The Empyrean Book 3,74,anger,44,416,Shadowhunters,0.10576923076923077
Onyx Storm (The Empyrean Book 3,74,trust,44,416,Shadowhunters,0.10576923076923077
Onyx Storm (The Empyrean Book 3,93,surprise,44,685,Shadowhunters,0.06423357664233577
Onyx Storm (The Empyrean Book 3,104,sadness,44,603,Shadowhunters,0.07296849087893864
Onyx Storm (The Empyrean Book 3,107,anticipation,44,502,Shadowhunters,0.08764940239043825
Onyx Storm (The Empyrean Book 3,117,anticipation,44,584,Shadowhunters,0.07534246575342465
Onyx Storm (The Empyrean Book 3,118,anticipation,44,536,Shadowhunters,0.08208955223880597
Onyx Storm (The Empyrean Book 3,123,anticipation,44,451,Shadowhunters,0.0975609756097561
Onyx Storm (The Empyrean Book 3,132,positive,44,234,Shadowhunters,0.18803418803418803
Unravel Me,78,negative,44,300,Shadowhunters,0.14666666666666667
Fourth Wing,47,disgust,43,727,Shadowhunters,0.059147180192572216
Fourth Wing,61,surprise,43,755,Shadowhunters,0.05695364238410596
Fourth Wing,64,fear,43,508,Shadowhunters,0.08464566929133858
Iron Flame,73,fear,43,395,Shadowhunters,0.10886075949367088
Iron Flame,73,trust,43,395,Shadowhunters,0.10886075949367088
Iron Flame,79,surprise,43,978,Shadowhunters,0.04396728016359918
Iron Flame,80,sadness,43,676,Shadowhunters,0.06360946745562131
Iron Flame,82,joy,43,808,Shadowhunters,0.053217821782178217
Iron Flame,90,trust,43,379,Shadowhunters,0.11345646437994723
Iron Flame,103,joy,43,766,Shadowhunters,0.05613577023498695
Iron Flame,110,disgust,43,834,Shadowhunters,0.05155875299760192
Iron Flame,111,disgust,43,816,Shadowhunters,0.05269607843137255
Iron Flame,111,surprise,43,816,Shadowhunters,0.05269607843137255
Iron Flame,123,surprise,43,1008,Shadowhunters,0.04265873015873016
Onyx Storm (The Empyrean Book 3,67,surprise,43,891,Shadowhunters,0.04826038159371493
Onyx Storm (The Empyrean Book 3,69,joy,43,694,Shadowhunters,0.06195965417867435
Onyx Storm (The Empyrean Book 3,86,sadness,43,589,Shadowhunters,0.0730050933786078
Onyx Storm (The Empyrean Book 3,89,fear,43,601,Shadowhunters,0.07154742096505824
Onyx Storm (The Empyrean Book 3,89,surprise,43,601,Shadowhunters,0.07154742096505824
Onyx Storm (The Empyrean Book 3,104,anger,43,603,Shadowhunters,0.07131011608623548
Onyx Storm (The Empyrean Book 3,112,anger,43,447,Shadowhunters,0.09619686800894854
Onyx Storm (The Empyrean Book 3,123,fear,43,451,Shadowhunters,0.09534368070953436
Onyx Storm (The Empyrean Book 3,126,surprise,43,609,Shadowhunters,0.07060755336617405
Onyx Storm (The Empyrean Book 3,129,joy,43,870,Shadowhunters,0.04942528735632184
Onyx Storm (The Empyrean Book 3,132,negative,43,234,Shadowhunters,0.18376068376068377
Shatter Me,13,positive,43,301,Shadowhunters,0.14285714285714285
Shatter Me,21,positive,43,263,Shadowhunters,0.1634980988593156
The Mortal Instruments 05 - Cit,0,negative,43,186,Shadowhunters,0.23118279569892472
Unravel Me,74,negative,43,195,Shadowhunters,0.2205128205128205
Fourth Wing,43,surprise,42,775,Shadowhunters,0.05419354838709677
Fourth Wing,57,surprise,42,841,Shadowhunters,0.04994054696789536
Fourth Wing,64,anger,42,508,Shadowhunters,0.08267716535433071
Fourth Wing,64,anticipation,42,508,Shadowhunters,0.08267716535433071
Fourth Wing,69,disgust,42,696,Shadowhunters,0.0603448275862069
Fourth Wing,74,joy,42,803,Shadowhunters,0.052303860523038606
Fourth Wing,75,surprise,42,650,Shadowhunters,0.06461538461538462
Fourth Wing,83,anticipation,42,522,Shadowhunters,0.08045977011494253
Fourth Wing,86,anticipation,42,663,Shadowhunters,0.06334841628959276
Ignite Me,87,joy,42,568,Shadowhunters,0.07394366197183098
Iron Flame,75,surprise,42,851,Shadowhunters,0.04935370152761457
Iron Flame,83,trust,42,526,Shadowhunters,0.07984790874524715
Iron Flame,85,surprise,42,836,Shadowhunters,0.050239234449760764
Iron Flame,88,sadness,42,428,Shadowhunters,0.09813084112149532
Iron Flame,88,trust,42,428,Shadowhunters,0.09813084112149532
Iron Flame,91,anger,42,475,Shadowhunters,0.08842105263157894
Iron Flame,94,sadness,42,477,Shadowhunters,0.0880503144654088
Iron Flame,110,joy,42,834,Shadowhunters,0.050359712230215826
Iron Flame,115,fear,42,514,Shadowhunters,0.08171206225680934
Iron Flame,126,joy,42,887,Shadowhunters,0.04735062006764374
Iron Flame,128,surprise,42,797,Shadowhunters,0.05269761606022585
Onyx Storm (The Empyrean Book 3,74,fear,42,416,Shadowhunters,0.10096153846153846
Onyx Storm (The Empyrean Book 3,77,anticipation,42,548,Shadowhunters,0.07664233576642336
Onyx Storm (The Empyrean Book 3,91,anticipation,42,591,Shadowhunters,0.07106598984771574
Onyx Storm (The Empyrean Book 3,96,fear,42,346,Shadowhunters,0.12138728323699421
Onyx Storm (The Empyrean Book 3,102,sadness,42,391,Shadowhunters,0.10741687979539642
Onyx Storm (The Empyrean Book 3,103,sadness,42,586,Shadowhunters,0.07167235494880546
Onyx Storm (The Empyrean Book 3,104,fear,42,603,Shadowhunters,0.06965174129353234
Onyx Storm (The Empyrean Book 3,105,sadness,42,430,Shadowhunters,0.09767441860465116
Onyx Storm (The Empyrean Book 3,106,negative,42,344,Shadowhunters,0.12209302325581395
Onyx Storm (The Empyrean Book 3,108,fear,42,348,Shadowhunters,0.1206896551724138
Fourth Wing,47,joy,41,727,Shadowhunters,0.05639614855570839
Fourth Wing,60,surprise,41,689,Shadowhunters,0.059506531204644414
Fourth Wing,63,surprise,41,583,Shadowhunters,0.07032590051457976
Iron Flame,67,joy,41,742,Shadowhunters,0.05525606469002695
Iron Flame,72,fear,41,409,Shadowhunters,0.10024449877750612
Iron Flame,73,anticipation,41,395,Shadowhunters,0.10379746835443038
Iron Flame,91,anticipation,41,475,Shadowhunters,0.0863157894736842
Iron Flame,95,surprise,41,784,Shadowhunters,0.05229591836734694
Iron Flame,97,negative,41,163,Shadowhunters,0.25153374233128833
Iron Flame,98,sadness,41,549,Shadowhunters,0.07468123861566485
Iron Flame,99,anticipation,41,495,Shadowhunters,0.08282828282828283
Iron Flame,103,disgust,41,766,Shadowhunters,0.05352480417754569
Iron Flame,105,disgust,41,633,Shadowhunters,0.06477093206951026
Iron Flame,128,disgust,41,797,Shadowhunters,0.05144291091593475
Onyx Storm (The Empyrean Book 3,66,trust,41,510,Shadowhunters,0.0803921568627451
Onyx Storm (The Empyrean Book 3,68,surprise,41,635,Shadowhunters,0.06456692913385827
Onyx Storm (The Empyrean Book 3,70,anticipation,41,552,Shadowhunters,0.07427536231884058
Onyx Storm (The Empyrean Book 3,82,anticipation,41,474,Shadowhunters,0.08649789029535865
Onyx Storm (The Empyrean Book 3,89,anger,41,601,Shadowhunters,0.06821963394342762
Onyx Storm (The Empyrean Book 3,105,anger,41,430,Shadowhunters,0.09534883720930233
Onyx Storm (The Empyrean Book 3,107,anger,41,502,Shadowhunters,0.08167330677290836
Onyx Storm (The Empyrean Book 3,130,trust,41,678,Shadowhunters,0.06047197640117994
Onyx Storm (The Empyrean Book 3,131,fear,41,341,Shadowhunters,0.12023460410557185
Shatter Me,12,sadness,41,349,Shadowhunters,0.1174785100286533
Fourth Wing,49,disgust,40,996,Shadowhunters,0.040160642570281124
Fourth Wing,62,disgust,40,659,Shadowhunters,0.06069802731411229
Fourth Wing,74,disgust,40,803,Shadowhunters,0.049813200498132
Ignite Me,85,trust,40,530,Shadowhunters,0.07547169811320754
Iron Flame,83,sadness,40,526,Shadowhunters,0.07604562737642585
Iron Flame,84,joy,40,783,Shadowhunters,0.05108556832694764
Iron Flame,92,negative,40,184,Shadowhunters,0.21739130434782608
Iron Flame,94,trust,40,477,Shadowhunters,0.08385744234800839
Iron Flame,118,disgust,40,749,Shadowhunters,0.0534045393858478
Iron Flame,118,joy,40,749,Shadowhunters,0.0534045393858478
Iron Flame,118,surprise,40,749,Shadowhunters,0.0534045393858478
Onyx Storm (The Empyrean Book 3,66,anticipation,40,510,Shadowhunters,0.0784313725490196
Onyx Storm (The Empyrean Book 3,68,joy,40,635,Shadowhunters,0.06299212598425197
Onyx Storm (The Empyrean Book 3,91,trust,40,591,Shadowhunters,0.0676818950930626
Onyx Storm (The Empyrean Book 3,94,disgust,40,714,Shadowhunters,0.056022408963585436
Onyx Storm (The Empyrean Book 3,95,joy,40,679,Shadowhunters,0.05891016200294551
Onyx Storm (The Empyrean Book 3,99,anger,40,434,Shadowhunters,0.09216589861751152
Onyx Storm (The Empyrean Book 3,101,surprise,40,753,Shadowhunters,0.05312084993359894
Onyx Storm (The Empyrean Book 3,102,anger,40,391,Shadowhunters,0.10230179028132992
Onyx Storm (The Empyrean Book 3,102,fear,40,391,Shadowhunters,0.10230179028132992
Onyx Storm (The Empyrean Book 3,102,trust,40,391,Shadowhunters,0.10230179028132992
Onyx Storm (The Empyrean Book 3,106,joy,40,344,Shadowhunters,0.11627906976744186
Onyx Storm (The Empyrean Book 3,107,sadness,40,502,Shadowhunters,0.0796812749003984
Onyx Storm (The Empyrean Book 3,108,sadness,40,348,Shadowhunters,0.11494252873563218
Onyx Storm (The Empyrean Book 3,111,joy,40,712,Shadowhunters,0.056179775280898875
Onyx Storm (The Empyrean Book 3,111,surprise,40,712,Shadowhunters,0.056179775280898875
Onyx Storm (The Empyrean Book 3,115,fear,40,352,Shadowhunters,0.11363636363636363
Onyx Storm (The Empyrean Book 3,119,fear,40,370,Shadowhunters,0.10810810810810811
Onyx Storm (The Empyrean Book 3,126,joy,40,609,Shadowhunters,0.06568144499178982
Shatter Me,17,trust,40,415,Shadowhunters,0.0963855421686747
Unravel Me,76,sadness,40,575,Shadowhunters,0.06956521739130435
Fourth Wing,63,anticipation,39,583,Shadowhunters,0.06689536878216124
Fourth Wing,63,disgust,39,583,Shadowhunters,0.06689536878216124
Fourth Wing,76,disgust,39,943,Shadowhunters,0.041357370095440084
Fourth Wing,82,sadness,39,559,Shadowhunters,0.06976744186046512
Fourth Wing,86,surprise,39,663,Shadowhunters,0.058823529411764705
Fourth Wing,87,positive,39,382,Shadowhunters,0.10209424083769633
Ignite Me,85,disgust,39,530,Shadowhunters,0.07358490566037736
Ignite Me,87,anticipation,39,568,Shadowhunters,0.06866197183098592
Ignite Me,87,surprise,39,568,Shadowhunters,0.06866197183098592
Iron Flame,72,trust,39,409,Shadowhunters,0.09535452322738386
Iron Flame,91,sadness,39,475,Shadowhunters,0.08210526315789474
Iron Flame,108,joy,39,756,Shadowhunters,0.051587301587301584
Iron Flame,113,trust,39,524,Shadowhunters,0.07442748091603053
Iron Flame,121,anticipation,39,390,Shadowhunters,0.1
Iron Flame,125,disgust,39,810,Shadowhunters,0.04814814814814815
Iron Flame,131,negative,39,252,Shadowhunters,0.15476190476190477
Onyx Storm (The Empyrean Book 3,81,fear,39,361,Shadowhunters,0.10803324099722991
Onyx Storm (The Empyrean Book 3,84,anger,39,531,Shadowhunters,0.07344632768361582
Onyx Storm (The Empyrean Book 3,89,sadness,39,601,Shadowhunters,0.064891846921797
Onyx Storm (The Empyrean Book 3,95,surprise,39,679,Shadowhunters,0.05743740795287187
Onyx Storm (The Empyrean Book 3,114,sadness,39,489,Shadowhunters,0.07975460122699386
Onyx Storm (The Empyrean Book 3,119,sadness,39,370,Shadowhunters,0.10540540540540541
Shatter Me,17,anger,39,415,Shadowhunters,0.09397590361445783
Shatter Me,19,fear,39,356,Shadowhunters,0.10955056179775281
