book,chapter_num,sentiment,n,total_words,saga,prop
Onyx Storm (The Empyrean Book 3,119,anger,24,370,Shadowhunters,0.06486486486486487
Onyx Storm (The Empyrean Book 3,124,anger,24,274,Shadowhunters,0.08759124087591241
Shatter Me,12,anticipation,24,349,Shadowhunters,0.06876790830945559
Shatter Me,20,positive,24,248,Shadowhunters,0.0967741935483871
Unravel Me,74,sadness,24,195,Shadowhunters,0.12307692307692308
Unravel Me,78,anticipation,24,300,Shadowhunters,0.08
Unravel Me,80,surprise,24,450,Shadowhunters,0.05333333333333334
Iron Flame,72,surprise,23,409,Shadowhunters,0.05623471882640587
Iron Flame,81,disgust,23,340,Shadowhunters,0.06764705882352941
Iron Flame,88,surprise,23,428,Shadowhunters,0.053738317757009345
Iron Flame,90,surprise,23,379,Shadowhunters,0.06068601583113457
Iron Flame,91,surprise,23,475,Shadowhunters,0.04842105263157895
Iron Flame,98,disgust,23,549,Shadowhunters,0.04189435336976321
Iron Flame,100,joy,23,324,Shadowhunters,0.07098765432098765
Onyx Storm (The Empyrean Book 3,71,surprise,23,631,Shadowhunters,0.03645007923930269
Onyx Storm (The Empyrean Book 3,73,disgust,23,615,Shadowhunters,0.03739837398373984
Onyx Storm (The Empyrean Book 3,74,joy,23,416,Shadowhunters,0.055288461538461536
Onyx Storm (The Empyrean Book 3,82,surprise,23,474,Shadowhunters,0.04852320675105485
Onyx Storm (The Empyrean Book 3,90,disgust,23,610,Shadowhunters,0.03770491803278689
Onyx Storm (The Empyrean Book 3,96,anticipation,23,346,Shadowhunters,0.06647398843930635
Onyx Storm (The Empyrean Book 3,99,sadness,23,434,Shadowhunters,0.052995391705069124
Onyx Storm (The Empyrean Book 3,102,joy,23,391,Shadowhunters,0.058823529411764705
Onyx Storm (The Empyrean Book 3,102,surprise,23,391,Shadowhunters,0.058823529411764705
Onyx Storm (The Empyrean Book 3,123,surprise,23,451,Shadowhunters,0.050997782705099776
Onyx Storm (The Empyrean Book 3,128,joy,23,676,Shadowhunters,0.034023668639053255
Shatter Me,16,negative,23,134,Shadowhunters,0.17164179104477612
Shatter Me,21,anger,23,263,Shadowhunters,0.08745247148288973
Shatter Me,22,trust,23,266,Shadowhunters,0.08646616541353383
Unravel Me,74,positive,23,195,Shadowhunters,0.11794871794871795
Unravel Me,77,anger,23,458,Shadowhunters,0.05021834061135371
Fourth Wing,82,joy,22,559,Shadowhunters,0.03935599284436494
Fourth Wing,87,anticipation,22,382,Shadowhunters,0.05759162303664921
Ignite Me,86,trust,22,177,Shadowhunters,0.12429378531073447
Iron Flame,97,sadness,22,163,Shadowhunters,0.13496932515337423
Iron Flame,100,anger,22,324,Shadowhunters,0.06790123456790123
Onyx Storm (The Empyrean Book 3,81,joy,22,361,Shadowhunters,0.060941828254847646
Onyx Storm (The Empyrean Book 3,81,surprise,22,361,Shadowhunters,0.060941828254847646
Onyx Storm (The Empyrean Book 3,97,disgust,22,460,Shadowhunters,0.04782608695652174
Onyx Storm (The Empyrean Book 3,108,joy,22,348,Shadowhunters,0.06321839080459771
Onyx Storm (The Empyrean Book 3,119,joy,22,370,Shadowhunters,0.05945945945945946
Onyx Storm (The Empyrean Book 3,121,disgust,22,418,Shadowhunters,0.05263157894736842
The Mortal Instruments 05 - Cit,0,fear,22,186,Shadowhunters,0.11827956989247312
Unravel Me,75,disgust,22,452,Shadowhunters,0.048672566371681415
Unravel Me,78,anger,22,300,Shadowhunters,0.07333333333333333
Ignite Me,79,anticipation,21,261,Shadowhunters,0.08045977011494253
Ignite Me,81,joy,21,248,Shadowhunters,0.0846774193548387
Ignite Me,86,anticipation,21,177,Shadowhunters,0.11864406779661017
Iron Flame,73,disgust,21,395,Shadowhunters,0.053164556962025315
Iron Flame,94,surprise,21,477,Shadowhunters,0.0440251572327044
Iron Flame,131,anger,21,252,Shadowhunters,0.08333333333333333
Iron Flame,131,joy,21,252,Shadowhunters,0.08333333333333333
Onyx Storm (The Empyrean Book 3,75,disgust,21,541,Shadowhunters,0.038817005545286505
Onyx Storm (The Empyrean Book 3,81,sadness,21,361,Shadowhunters,0.05817174515235457
Onyx Storm (The Empyrean Book 3,98,disgust,21,543,Shadowhunters,0.03867403314917127
Onyx Storm (The Empyrean Book 3,105,joy,21,430,Shadowhunters,0.04883720930232558
Onyx Storm (The Empyrean Book 3,106,surprise,21,344,Shadowhunters,0.061046511627906974
Onyx Storm (The Empyrean Book 3,107,disgust,21,502,Shadowhunters,0.04183266932270916
Onyx Storm (The Empyrean Book 3,112,surprise,21,447,Shadowhunters,0.04697986577181208
Onyx Storm (The Empyrean Book 3,113,disgust,21,644,Shadowhunters,0.03260869565217391
Onyx Storm (The Empyrean Book 3,117,surprise,21,584,Shadowhunters,0.03595890410958904
Onyx Storm (The Empyrean Book 3,119,surprise,21,370,Shadowhunters,0.05675675675675676
Onyx Storm (The Empyrean Book 3,125,surprise,21,440,Shadowhunters,0.04772727272727273
Shatter Me,16,positive,21,134,Shadowhunters,0.15671641791044777
Shatter Me,19,disgust,21,356,Shadowhunters,0.05898876404494382
Unravel Me,77,disgust,21,458,Shadowhunters,0.04585152838427948
Unravel Me,78,sadness,21,300,Shadowhunters,0.07
Unravel Me,78,surprise,21,300,Shadowhunters,0.07
Ignite Me,79,joy,20,261,Shadowhunters,0.07662835249042145
Ignite Me,82,trust,20,178,Shadowhunters,0.11235955056179775
Ignite Me,83,surprise,20,417,Shadowhunters,0.047961630695443645
Iron Flame,83,joy,20,526,Shadowhunters,0.03802281368821293
Iron Flame,92,anger,20,184,Shadowhunters,0.10869565217391304
Iron Flame,92,trust,20,184,Shadowhunters,0.10869565217391304
Iron Flame,99,surprise,20,495,Shadowhunters,0.04040404040404041
Iron Flame,116,anticipation,20,264,Shadowhunters,0.07575757575757576
Onyx Storm (The Empyrean Book 3,71,joy,20,631,Shadowhunters,0.03169572107765452
Onyx Storm (The Empyrean Book 3,97,joy,20,460,Shadowhunters,0.043478260869565216
Onyx Storm (The Empyrean Book 3,97,surprise,20,460,Shadowhunters,0.043478260869565216
Onyx Storm (The Empyrean Book 3,99,disgust,20,434,Shadowhunters,0.04608294930875576
Onyx Storm (The Empyrean Book 3,112,disgust,20,447,Shadowhunters,0.0447427293064877
Onyx Storm (The Empyrean Book 3,127,surprise,20,375,Shadowhunters,0.05333333333333334
Shatter Me,19,joy,20,356,Shadowhunters,0.056179775280898875
The Mortal Instruments 05 - Cit,0,trust,20,186,Shadowhunters,0.10752688172043011
Fourth Wing,63,joy,19,583,Shadowhunters,0.032590051457975985
Ignite Me,79,surprise,19,261,Shadowhunters,0.07279693486590039
Ignite Me,80,disgust,19,223,Shadowhunters,0.08520179372197309
Iron Flame,81,surprise,19,340,Shadowhunters,0.05588235294117647
Iron Flame,88,joy,19,428,Shadowhunters,0.04439252336448598
Iron Flame,92,fear,19,184,Shadowhunters,0.10326086956521739
Iron Flame,94,joy,19,477,Shadowhunters,0.039832285115303984
Iron Flame,131,sadness,19,252,Shadowhunters,0.07539682539682539
Iron Flame,131,surprise,19,252,Shadowhunters,0.07539682539682539
Onyx Storm (The Empyrean Book 3,66,joy,19,510,Shadowhunters,0.03725490196078431
Onyx Storm (The Empyrean Book 3,74,disgust,19,416,Shadowhunters,0.04567307692307692
Onyx Storm (The Empyrean Book 3,82,disgust,19,474,Shadowhunters,0.04008438818565401
Onyx Storm (The Empyrean Book 3,82,joy,19,474,Shadowhunters,0.04008438818565401
Onyx Storm (The Empyrean Book 3,85,joy,19,686,Shadowhunters,0.027696793002915453
Onyx Storm (The Empyrean Book 3,104,disgust,19,603,Shadowhunters,0.03150912106135987
Onyx Storm (The Empyrean Book 3,131,anticipation,19,341,Shadowhunters,0.05571847507331378
Onyx Storm (The Empyrean Book 3,132,anger,19,234,Shadowhunters,0.0811965811965812
Shatter Me,19,surprise,19,356,Shadowhunters,0.05337078651685393
Shatter Me,21,joy,19,263,Shadowhunters,0.07224334600760456
Shatter Me,22,anticipation,19,266,Shadowhunters,0.07142857142857142
Shatter Me,22,joy,19,266,Shadowhunters,0.07142857142857142
The Mortal Instruments 05 - Cit,0,sadness,19,186,Shadowhunters,0.10215053763440861
Unravel Me,79,trust,19,261,Shadowhunters,0.07279693486590039
Unravel Me,80,joy,19,450,Shadowhunters,0.042222222222222223
Ignite Me,79,sadness,18,261,Shadowhunters,0.06896551724137931
Ignite Me,82,anticipation,18,178,Shadowhunters,0.10112359550561797
Ignite Me,82,sadness,18,178,Shadowhunters,0.10112359550561797
Iron Flame,0,negative,18,144,Shadowhunters,0.125
Iron Flame,0,trust,18,144,Shadowhunters,0.125
Iron Flame,92,anticipation,18,184,Shadowhunters,0.09782608695652174
Iron Flame,116,sadness,18,264,Shadowhunters,0.06818181818181818
Iron Flame,117,disgust,18,320,Shadowhunters,0.05625
Iron Flame,120,joy,18,552,Shadowhunters,0.03260869565217391
Onyx Storm (The Empyrean Book 3,66,surprise,18,510,Shadowhunters,0.03529411764705882
Onyx Storm (The Empyrean Book 3,84,disgust,18,531,Shadowhunters,0.03389830508474576
Onyx Storm (The Empyrean Book 3,108,disgust,18,348,Shadowhunters,0.05172413793103448
Onyx Storm (The Empyrean Book 3,119,disgust,18,370,Shadowhunters,0.04864864864864865
Onyx Storm (The Empyrean Book 3,123,joy,18,451,Shadowhunters,0.03991130820399113
Onyx Storm (The Empyrean Book 3,132,joy,18,234,Shadowhunters,0.07692307692307693
Shatter Me,11,anger,18,204,Shadowhunters,0.08823529411764706
Shatter Me,14,sadness,18,332,Shadowhunters,0.05421686746987952
Shatter Me,19,anticipation,18,356,Shadowhunters,0.05056179775280899
The Mortal Instruments 05 - Cit,0,anger,18,186,Shadowhunters,0.0967741935483871
Fourth Wing,39,negative,17,120,Shadowhunters,0.14166666666666666
Ignite Me,84,surprise,17,456,Shadowhunters,0.03728070175438596
Iron Flame,0,fear,17,144,Shadowhunters,0.11805555555555555
Iron Flame,83,surprise,17,526,Shadowhunters,0.03231939163498099
Iron Flame,91,joy,17,475,Shadowhunters,0.035789473684210524
Iron Flame,97,anger,17,163,Shadowhunters,0.10429447852760736
Iron Flame,99,joy,17,495,Shadowhunters,0.03434343434343434
Iron Flame,132,surprise,17,354,Shadowhunters,0.0480225988700565
Onyx Storm (The Empyrean Book 3,0,positive,17,55,Shadowhunters,0.3090909090909091
Onyx Storm (The Empyrean Book 3,116,joy,17,467,Shadowhunters,0.03640256959314775
Onyx Storm (The Empyrean Book 3,122,surprise,17,266,Shadowhunters,0.06390977443609022
Onyx Storm (The Empyrean Book 3,124,disgust,17,274,Shadowhunters,0.06204379562043796
Shatter Me,12,surprise,17,349,Shadowhunters,0.04871060171919771
Shatter Me,13,disgust,17,301,Shadowhunters,0.05647840531561462
Shatter Me,20,anticipation,17,248,Shadowhunters,0.06854838709677419
Shatter Me,20,disgust,17,248,Shadowhunters,0.06854838709677419
Shatter Me,21,anticipation,17,263,Shadowhunters,0.06463878326996197
Shatter Me,21,disgust,17,263,Shadowhunters,0.06463878326996197
Shatter Me,22,disgust,17,266,Shadowhunters,0.06390977443609022
Shatter Me,22,surprise,17,266,Shadowhunters,0.06390977443609022
Ignite Me,80,anticipation,16,223,Shadowhunters,0.07174887892376682
Ignite Me,82,anger,16,178,Shadowhunters,0.0898876404494382
Iron Flame,81,joy,16,340,Shadowhunters,0.047058823529411764
Iron Flame,97,fear,16,163,Shadowhunters,0.09815950920245399
Onyx Storm (The Empyrean Book 3,88,disgust,16,398,Shadowhunters,0.04020100502512563
Onyx Storm (The Empyrean Book 3,98,joy,16,543,Shadowhunters,0.029465930018416207
Onyx Storm (The Empyrean Book 3,106,anger,16,344,Shadowhunters,0.046511627906976744
Onyx Storm (The Empyrean Book 3,114,disgust,16,489,Shadowhunters,0.032719836400818
Onyx Storm (The Empyrean Book 3,122,anticipation,16,266,Shadowhunters,0.06015037593984962
Onyx Storm (The Empyrean Book 3,123,disgust,16,451,Shadowhunters,0.03547671840354767
Unravel Me,79,surprise,16,261,Shadowhunters,0.06130268199233716
Unravel Me,82,negative,16,96,Shadowhunters,0.16666666666666666
Ignite Me,81,sadness,15,248,Shadowhunters,0.06048387096774194
Iron Flame,73,joy,15,395,Shadowhunters,0.0379746835443038
Iron Flame,116,joy,15,264,Shadowhunters,0.056818181818181816
Onyx Storm (The Empyrean Book 3,81,disgust,15,361,Shadowhunters,0.04155124653739612
Onyx Storm (The Empyrean Book 3,96,surprise,15,346,Shadowhunters,0.04335260115606936
Onyx Storm (The Empyrean Book 3,117,joy,15,584,Shadowhunters,0.025684931506849314
Onyx Storm (The Empyrean Book 3,118,joy,15,536,Shadowhunters,0.027985074626865673
Onyx Storm (The Empyrean Book 3,122,sadness,15,266,Shadowhunters,0.05639097744360902
Onyx Storm (The Empyrean Book 3,125,joy,15,440,Shadowhunters,0.03409090909090909
Onyx Storm (The Empyrean Book 3,131,disgust,15,341,Shadowhunters,0.04398826979472141
Onyx Storm (The Empyrean Book 3,131,joy,15,341,Shadowhunters,0.04398826979472141
Shatter Me,11,anticipation,15,204,Shadowhunters,0.07352941176470588
Shatter Me,11,trust,15,204,Shadowhunters,0.07352941176470588
Shatter Me,12,joy,15,349,Shadowhunters,0.04297994269340974
Shatter Me,16,trust,15,134,Shadowhunters,0.11194029850746269
Unravel Me,82,positive,15,96,Shadowhunters,0.15625
Fourth Wing,39,fear,14,120,Shadowhunters,0.11666666666666667
Fourth Wing,87,joy,14,382,Shadowhunters,0.03664921465968586
Ignite Me,79,disgust,14,261,Shadowhunters,0.05363984674329502
Ignite Me,80,surprise,14,223,Shadowhunters,0.06278026905829596
Ignite Me,80,trust,14,223,Shadowhunters,0.06278026905829596
Ignite Me,82,fear,14,178,Shadowhunters,0.07865168539325842
Ignite Me,86,joy,14,177,Shadowhunters,0.07909604519774012
Ignite Me,86,sadness,14,177,Shadowhunters,0.07909604519774012
Iron Flame,0,sadness,14,144,Shadowhunters,0.09722222222222222
Onyx Storm (The Empyrean Book 3,122,joy,14,266,Shadowhunters,0.05263157894736842
Onyx Storm (The Empyrean Book 3,124,joy,14,274,Shadowhunters,0.051094890510948905
Onyx Storm (The Empyrean Book 3,124,surprise,14,274,Shadowhunters,0.051094890510948905
Shatter Me,13,surprise,14,301,Shadowhunters,0.046511627906976744
Shatter Me,17,surprise,14,415,Shadowhunters,0.033734939759036145
Shatter Me,21,surprise,14,263,Shadowhunters,0.053231939163498096
Fourth Wing,87,surprise,13,382,Shadowhunters,0.034031413612565446
Ignite Me,81,anger,13,248,Shadowhunters,0.05241935483870968
Iron Flame,0,anger,13,144,Shadowhunters,0.09027777777777778
Iron Flame,92,surprise,13,184,Shadowhunters,0.07065217391304347
Iron Flame,97,anticipation,13,163,Shadowhunters,0.07975460122699386
Iron Flame,117,joy,13,320,Shadowhunters,0.040625
Iron Flame,117,surprise,13,320,Shadowhunters,0.040625
Iron Flame,132,disgust,13,354,Shadowhunters,0.03672316384180791
Onyx Storm (The Empyrean Book 3,108,surprise,13,348,Shadowhunters,0.03735632183908046
Onyx Storm (The Empyrean Book 3,131,surprise,13,341,Shadowhunters,0.03812316715542522
Onyx Storm (The Empyrean Book 3,132,anticipation,13,234,Shadowhunters,0.05555555555555555
Onyx Storm (The Empyrean Book 3,132,surprise,13,234,Shadowhunters,0.05555555555555555
Shatter Me,0,positive,13,37,Shadowhunters,0.35135135135135137
Shatter Me,16,joy,13,134,Shadowhunters,0.09701492537313433
Shatter Me,20,trust,13,248,Shadowhunters,0.05241935483870968
The Mortal Instruments 05 - Cit,0,disgust,13,186,Shadowhunters,0.06989247311827956
Unravel Me,79,joy,13,261,Shadowhunters,0.04980842911877394
Fourth Wing,39,anticipation,12,120,Shadowhunters,0.1
Ignite Me,80,joy,12,223,Shadowhunters,0.053811659192825115
Ignite Me,82,disgust,12,178,Shadowhunters,0.06741573033707865
Ignite Me,82,joy,12,178,Shadowhunters,0.06741573033707865
Ignite Me,86,anger,12,177,Shadowhunters,0.06779661016949153
Iron Flame,0,disgust,12,144,Shadowhunters,0.08333333333333333
Iron Flame,90,joy,12,379,Shadowhunters,0.0316622691292876
Iron Flame,92,sadness,12,184,Shadowhunters,0.06521739130434782
Iron Flame,121,disgust,12,390,Shadowhunters,0.03076923076923077
Onyx Storm (The Empyrean Book 3,0,trust,12,55,Shadowhunters,0.21818181818181817
Onyx Storm (The Empyrean Book 3,122,disgust,12,266,Shadowhunters,0.045112781954887216
Shatter Me,16,disgust,12,134,Shadowhunters,0.08955223880597014
Shatter Me,16,sadness,12,134,Shadowhunters,0.08955223880597014
Shatter Me,20,surprise,12,248,Shadowhunters,0.04838709677419355
Unravel Me,74,surprise,12,195,Shadowhunters,0.06153846153846154
Unravel Me,79,anticipation,12,261,Shadowhunters,0.04597701149425287
Unravel Me,82,anticipation,12,96,Shadowhunters,0.125
Fourth Wing,39,sadness,11,120,Shadowhunters,0.09166666666666666
Iron Flame,0,anticipation,11,144,Shadowhunters,0.0763888888888889
Iron Flame,100,disgust,11,324,Shadowhunters,0.033950617283950615
Iron Flame,116,surprise,11,264,Shadowhunters,0.041666666666666664
Onyx Storm (The Empyrean Book 3,96,joy,11,346,Shadowhunters,0.031791907514450865
Onyx Storm (The Empyrean Book 3,106,disgust,11,344,Shadowhunters,0.03197674418604651
Onyx Storm (The Empyrean Book 3,115,disgust,11,352,Shadowhunters,0.03125
Onyx Storm (The Empyrean Book 3,127,joy,11,375,Shadowhunters,0.029333333333333333
Shatter Me,11,joy,11,204,Shadowhunters,0.05392156862745098
Shatter Me,11,surprise,11,204,Shadowhunters,0.05392156862745098
Shatter Me,13,joy,11,301,Shadowhunters,0.036544850498338874
Shatter Me,16,surprise,11,134,Shadowhunters,0.08208955223880597
Shatter Me,18,positive,11,32,Shadowhunters,0.34375
Shatter Me,20,joy,11,248,Shadowhunters,0.04435483870967742
Unravel Me,74,anticipation,11,195,Shadowhunters,0.05641025641025641
Unravel Me,74,disgust,11,195,Shadowhunters,0.05641025641025641
Unravel Me,74,trust,11,195,Shadowhunters,0.05641025641025641
Unravel Me,81,negative,11,41,Shadowhunters,0.2682926829268293
Ignite Me,81,disgust,10,248,Shadowhunters,0.04032258064516129
Ignite Me,86,fear,10,177,Shadowhunters,0.05649717514124294
Ignite Me,86,surprise,10,177,Shadowhunters,0.05649717514124294
Iron Flame,131,disgust,10,252,Shadowhunters,0.03968253968253968
Onyx Storm (The Empyrean Book 3,96,disgust,10,346,Shadowhunters,0.028901734104046242
Shatter Me,0,trust,10,37,Shadowhunters,0.2702702702702703
Shatter Me,11,disgust,10,204,Shadowhunters,0.049019607843137254
Shatter Me,16,anticipation,10,134,Shadowhunters,0.07462686567164178
The Mortal Instruments 05 - Cit,0,anticipation,10,186,Shadowhunters,0.053763440860215055
Unravel Me,82,sadness,10,96,Shadowhunters,0.10416666666666667
Unravel Me,82,trust,10,96,Shadowhunters,0.10416666666666667
Fourth Wing,39,anger,9,120,Shadowhunters,0.075
Fourth Wing,39,surprise,9,120,Shadowhunters,0.075
Ignite Me,82,surprise,9,178,Shadowhunters,0.05056179775280899
Shatter Me,16,fear,9,134,Shadowhunters,0.06716417910447761
Unravel Me,78,disgust,9,300,Shadowhunters,0.03
Unravel Me,82,fear,9,96,Shadowhunters,0.09375
Fourth Wing,39,disgust,8,120,Shadowhunters,0.06666666666666667
Ignite Me,86,disgust,8,177,Shadowhunters,0.04519774011299435
Iron Flame,0,surprise,8,144,Shadowhunters,0.05555555555555555
Iron Flame,92,joy,8,184,Shadowhunters,0.043478260869565216
Iron Flame,97,trust,8,163,Shadowhunters,0.049079754601226995
Shatter Me,14,positive,8,332,Shadowhunters,0.024096385542168676
Shatter Me,16,anger,8,134,Shadowhunters,0.05970149253731343
Unravel Me,82,anger,8,96,Shadowhunters,0.08333333333333333
Unravel Me,82,disgust,8,96,Shadowhunters,0.08333333333333333
Fourth Wing,39,joy,7,120,Shadowhunters,0.058333333333333334
Fourth Wing,39,trust,7,120,Shadowhunters,0.058333333333333334
Iron Flame,97,surprise,7,163,Shadowhunters,0.04294478527607362
Iron Flame,116,disgust,7,264,Shadowhunters,0.026515151515151516
Shatter Me,18,negative,7,32,Shadowhunters,0.21875
The Mortal Instruments 05 - Cit,0,joy,7,186,Shadowhunters,0.03763440860215054
Unravel Me,81,fear,7,41,Shadowhunters,0.17073170731707318
Unravel Me,81,sadness,7,41,Shadowhunters,0.17073170731707318
Iron Flame,97,disgust,6,163,Shadowhunters,0.03680981595092025
Iron Flame,97,joy,5,163,Shadowhunters,0.03067484662576687
Onyx Storm (The Empyrean Book 3,0,anticipation,5,55,Shadowhunters,0.09090909090909091
Shatter Me,14,trust,5,332,Shadowhunters,0.015060240963855422
The Mortal Instruments 05 - Cit,0,surprise,5,186,Shadowhunters,0.026881720430107527
Unravel Me,74,joy,5,195,Shadowhunters,0.02564102564102564
Unravel Me,81,anger,5,41,Shadowhunters,0.12195121951219512
Unravel Me,82,surprise,5,96,Shadowhunters,0.052083333333333336
Iron Flame,0,joy,4,144,Shadowhunters,0.027777777777777776
Onyx Storm (The Empyrean Book 3,0,disgust,4,55,Shadowhunters,0.07272727272727272
Onyx Storm (The Empyrean Book 3,0,sadness,4,55,Shadowhunters,0.07272727272727272
Onyx Storm (The Empyrean Book 3,132,disgust,4,234,Shadowhunters,0.017094017094017096
Shatter Me,14,surprise,4,332,Shadowhunters,0.012048192771084338
Unravel Me,81,anticipation,4,41,Shadowhunters,0.0975609756097561
Ignite Me,0,positive,3,4,Shadowhunters,0.75
Iron Flame,92,disgust,3,184,Shadowhunters,0.016304347826086956
Onyx Storm (The Empyrean Book 3,0,anger,3,55,Shadowhunters,0.05454545454545454
Onyx Storm (The Empyrean Book 3,0,joy,3,55,Shadowhunters,0.05454545454545454
Onyx Storm (The Empyrean Book 3,0,negative,3,55,Shadowhunters,0.05454545454545454
Onyx Storm (The Empyrean Book 3,0,surprise,3,55,Shadowhunters,0.05454545454545454
Shatter Me,0,negative,3,37,Shadowhunters,0.08108108108108109
Shatter Me,0,sadness,3,37,Shadowhunters,0.08108108108108109
Shatter Me,14,disgust,3,332,Shadowhunters,0.009036144578313253
Shatter Me,18,fear,3,32,Shadowhunters,0.09375
Shatter Me,18,sadness,3,32,Shadowhunters,0.09375
Unravel Me,0,positive,3,8,Shadowhunters,0.375
Unravel Me,82,joy,3,96,Shadowhunters,0.03125
Unravel Me,101,positive,3,10,Shadowhunters,0.3
Unravel Me,101,trust,3,10,Shadowhunters,0.3
Iron Flame,66,anticipation,2,10,Shadowhunters,0.2
Iron Flame,66,positive,2,10,Shadowhunters,0.2
Shatter Me,0,anger,2,37,Shadowhunters,0.05405405405405406
Shatter Me,0,anticipation,2,37,Shadowhunters,0.05405405405405406
Shatter Me,0,joy,2,37,Shadowhunters,0.05405405405405406
Shatter Me,14,anticipation,2,332,Shadowhunters,0.006024096385542169
Shatter Me,14,joy,2,332,Shadowhunters,0.006024096385542169
Shatter Me,18,anger,2,32,Shadowhunters,0.0625
Shatter Me,18,joy,2,32,Shadowhunters,0.0625
Shatter Me,18,trust,2,32,Shadowhunters,0.0625
The Mortal Instruments 06 - Cit,7,positive,2,3,Shadowhunters,0.6666666666666666
The Mortal Instruments 06 - Cit,9,positive,2,7,Shadowhunters,0.2857142857142857
The Mortal Instruments 06 - Cit,9,trust,2,7,Shadowhunters,0.2857142857142857
The Mortal Instruments 06 - Cit,22,anger,2,12,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,22,disgust,2,12,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,22,fear,2,12,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,22,negative,2,12,Shadowhunters,0.16666666666666666
The Mortal Instruments 06 - Cit,22,sadness,2,12,Shadowhunters,0.16666666666666666
Unravel Me,81,disgust,2,41,Shadowhunters,0.04878048780487805
Unravel Me,81,positive,2,41,Shadowhunters,0.04878048780487805
Unravel Me,81,surprise,2,41,Shadowhunters,0.04878048780487805
Fourth Wing,0,positive,1,1,Shadowhunters,1
Ignite Me,0,joy,1,4,Shadowhunters,0.25
Ignite Me,78,positive,1,2,Shadowhunters,0.5
Ignite Me,78,trust,1,2,Shadowhunters,0.5
Iron Flame,66,anger,1,10,Shadowhunters,0.1
Iron Flame,66,disgust,1,10,Shadowhunters,0.1
Iron Flame,66,fear,1,10,Shadowhunters,0.1
Iron Flame,66,joy,1,10,Shadowhunters,0.1
Iron Flame,66,negative,1,10,Shadowhunters,0.1
Iron Flame,66,trust,1,10,Shadowhunters,0.1
Onyx Storm (The Empyrean Book 3,0,fear,1,55,Shadowhunters,0.01818181818181818
Shatter Me,0,fear,1,37,Shadowhunters,0.02702702702702703
Shatter Me,0,surprise,1,37,Shadowhunters,0.02702702702702703
Shatter Me,18,anticipation,1,32,Shadowhunters,0.03125
Shatter Me,18,surprise,1,32,Shadowhunters,0.03125
The Mortal Instruments 05 - Cit,1,anger,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,1,anticipation,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,1,disgust,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,1,fear,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,1,negative,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,1,sadness,1,6,Shadowhunters,0.16666666666666666
The Mortal Instruments 05 - Cit,2,anticipation,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,2,positive,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,2,trust,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,4,anger,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,4,disgust,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,4,fear,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,4,negative,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,4,sadness,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,5,anticipation,1,1,Shadowhunters,1
The Mortal Instruments 05 - Cit,8,fear,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,8,positive,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,8,sadness,1,3,Shadowhunters,0.3333333333333333
The Mortal Instruments 05 - Cit,9,fear,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,9,positive,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,10,positive,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,10,trust,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,11,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,11,surprise,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,12,anger,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,12,disgust,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,12,fear,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,12,negative,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,12,sadness,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,15,negative,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,15,sadness,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,20,joy,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,20,positive,1,2,Shadowhunters,0.5
The Mortal Instruments 05 - Cit,21,sadness,1,1,Shadowhunters,1
The Mortal Instruments 05 - Cit,22,anger,1,5,Shadowhunters,0.2
The Mortal Instruments 05 - Cit,22,disgust,1,5,Shadowhunters,0.2
